DTYYYYMMDD,Open,High,Low,Close,Vol
19731129,1.30789,1.30817,1.30649,1.30713,2605.0
19731130,1.30713,1.30738,1.30464,1.30511,2498.0
19731201,1.3051,1.3055,1.30446,1.30501,2078.0
19731202,1.30501,1.30682,1.30487,1.30664,1101.0
19731203,1.30651,1.30665,1.30498,1.30626,622.0
19731204,1.30625,1.30702,1.30608,1.30689,516.0
19731205,1.30687,1.30737,1.30656,1.30689,795.0
19731206,1.30689,1.30703,1.3058,1.30596,2009.0
19731207,1.30597,1.30629,1.30489,1.30577,2372.0
19731208,1.30576,1.30579,1.30504,1.30548,1507.0
19731209,1.30548,1.30586,1.30473,1.30564,1475.0
19731210,1.30564,1.30642,1.30547,1.30577,1208.0
19731211,1.30578,1.30731,1.30557,1.30704,1933.0
19731212,1.30707,1.30749,1.30555,1.30555,2781.0
19731213,1.30555,1.30703,1.30512,1.30646,3613.0
19731214,1.30646,1.30825,1.30555,1.30778,3811.0
19731215,1.3078,1.308,1.30608,1.30738,3075.0
19731216,1.30739,1.31051,1.30734,1.31034,3921.0
19731217,1.3104,1.3113,1.30964,1.31031,3554.0
19731218,1.31032,1.31319,1.30944,1.31255,3555.0
19731219,1.31254,1.31421,1.31173,1.3123,4253.0
19731220,1.31227,1.31241,1.30933,1.31087,4486.0
19731221,1.31089,1.31106,1.30937,1.31057,3089.0
19731222,1.31059,1.3107,1.30915,1.30997,2424.0
19731223,1.30997,1.31018,1.30855,1.30899,1948.0
19731224,1.30899,1.30948,1.30859,1.309,1469.0
19731225,1.30901,1.3095,1.3083,1.30846,1400.0
19731226,1.30845,1.30902,1.30811,1.30868,1075.0
19731227,1.309,1.31026,1.30845,1.30991,263.0
19731228,1.30987,1.30994,1.30945,1.30951,781.0
19731229,1.30953,1.31056,1.30945,1.31042,1111.0
19731230,1.31041,1.31043,1.30927,1.31011,1674.0
19731231,1.31011,1.31035,1.30922,1.30968,1446.0
19740101,1.30968,1.31096,1.30962,1.31037,1622.0
19740102,1.31037,1.31037,1.30958,1.30981,1032.0
19740103,1.3098,1.30982,1.30868,1.30891,1208.0
19740104,1.30891,1.30931,1.30835,1.30931,1226.0
19740105,1.30931,1.31118,1.30931,1.31087,2295.0
19740106,1.31087,1.31209,1.30905,1.30958,3528.0
19740107,1.30957,1.30964,1.30773,1.30906,3512.0
19740108,1.30906,1.31145,1.30893,1.31145,3275.0
19740109,1.31145,1.31183,1.30822,1.3088,3225.0
19740110,1.3088,1.30901,1.30732,1.30845,3316.0
19740111,1.30845,1.3094,1.30754,1.30932,3288.0
19740112,1.30932,1.31115,1.30864,1.31016,3600.0
19740113,1.31019,1.31038,1.30862,1.30989,3349.0
19740114,1.30989,1.31043,1.30898,1.31033,2639.0
19740115,1.31034,1.31049,1.30867,1.31019,2057.0
19740116,1.31021,1.31119,1.30994,1.31004,1619.0
19740117,1.31004,1.3104,1.30985,1.31007,1525.0
19740118,1.31006,1.3114,1.30996,1.31135,1540.0
19740119,1.31131,1.31136,1.3102,1.31026,910.0
19740120,1.31055,1.31073,1.3092,1.31024,718.0
19740121,1.31025,1.31039,1.31004,1.31016,445.0
19740122,1.31016,1.31063,1.31006,1.31054,778.0
19740123,1.31053,1.31321,1.31047,1.31311,2066.0
19740124,1.31307,1.31367,1.31219,1.31289,2432.0
19740125,1.31289,1.31348,1.31251,1.31279,2181.0
19740126,1.3128,1.31299,1.31243,1.31278,1533.0
19740127,1.31279,1.31363,1.31278,1.31349,1183.0
19740128,1.31349,1.31439,1.3133,1.31358,1643.0
19740129,1.31358,1.31669,1.31343,1.31516,3012.0
19740130,1.31515,1.31694,1.31489,1.3156,4858.0
19740131,1.31559,1.31742,1.31505,1.31682,4046.0
19740201,1.31682,1.31742,1.31611,1.31715,3303.0
19740202,1.31714,1.31794,1.31583,1.31605,3135.0
19740203,1.31598,1.31779,1.31528,1.31769,3057.0
19740204,1.31771,1.31986,1.31713,1.3194,3396.0
19740205,1.31945,1.32399,1.31878,1.32279,4860.0
19740206,1.32285,1.32372,1.32042,1.3217,5780.0
19740207,1.32176,1.32315,1.32093,1.32252,3265.0
19740208,1.32252,1.32359,1.32218,1.32336,2528.0
19740209,1.32337,1.32436,1.32315,1.3236,2388.0
19740210,1.32359,1.32437,1.32328,1.32433,1463.0
19740211,1.32432,1.32492,1.32372,1.32389,1569.0
19740212,1.32393,1.32432,1.32362,1.32365,982.0
19740213,1.3229,1.32426,1.32277,1.32368,799.0
19740214,1.3237,1.3245,1.32369,1.32446,887.0
19740215,1.32446,1.32539,1.32417,1.3252,920.0
19740216,1.3252,1.32639,1.32447,1.32543,2266.0
19740217,1.32543,1.32626,1.32424,1.3244,2531.0
19740218,1.3244,1.32458,1.32349,1.32422,1850.0
19740219,1.32421,1.32478,1.32339,1.3237,1399.0
19740220,1.32371,1.32426,1.32345,1.32373,1275.0
19740221,1.32372,1.32518,1.32332,1.32438,1993.0
19740222,1.32428,1.32665,1.32394,1.32453,2911.0
19740223,1.32453,1.32539,1.32283,1.32523,3897.0
19740224,1.32522,1.32638,1.32406,1.32423,4073.0
19740225,1.32422,1.32545,1.32275,1.32312,3641.0
19740226,1.32311,1.32362,1.32113,1.32173,2994.0
19740227,1.32173,1.32245,1.31943,1.32102,3538.0
19740228,1.32102,1.32147,1.32018,1.32018,2717.0
19740301,1.32018,1.32265,1.32006,1.32145,3386.0
19740302,1.32147,1.32216,1.31698,1.3185,5304.0
19740303,1.31847,1.32005,1.31756,1.31903,4426.0
19740304,1.31903,1.31903,1.31543,1.31634,3718.0
19740305,1.3164,1.3164,1.31481,1.31601,2701.0
19740306,1.31597,1.31671,1.30934,1.31131,8267.0
19740307,1.31131,1.31185,1.30949,1.31,4695.0
19740308,1.30999,1.31022,1.30929,1.30974,1548.0
19740309,1.30917,1.31124,1.30899,1.31075,1260.0
19740310,1.31068,1.31184,1.31036,1.31163,1978.0
19740311,1.31164,1.31166,1.3105,1.31088,1467.0
19740312,1.31087,1.3114,1.31003,1.31061,2234.0
19740313,1.31062,1.31079,1.30871,1.30986,3439.0
19740314,1.30986,1.30986,1.30866,1.30938,2108.0
19740315,1.30938,1.31077,1.30915,1.3106,2518.0
19740316,1.31061,1.31085,1.30941,1.30955,1851.0
19740317,1.30956,1.30964,1.30732,1.3086,2378.0
19740318,1.30856,1.30916,1.30652,1.30765,3698.0
19740319,1.30763,1.30949,1.30636,1.30903,4861.0
19740320,1.30905,1.31126,1.30693,1.31065,5155.0
19740321,1.31061,1.31178,1.30946,1.31162,4366.0
19740322,1.31163,1.31371,1.31102,1.31278,4206.0
19740323,1.31274,1.31488,1.31189,1.31434,4161.0
19740324,1.31434,1.3145,1.31001,1.31012,5051.0
19740325,1.31015,1.31082,1.30791,1.31002,6540.0
19740326,1.31001,1.3155,1.30964,1.31384,6088.0
19740327,1.3138,1.31885,1.3132,1.31884,4553.0
19740328,1.31884,1.32007,1.31848,1.31864,3716.0
19740329,1.31873,1.32031,1.3184,1.31937,2569.0
19740330,1.3194,1.32165,1.31919,1.3211,2773.0
19740331,1.32104,1.32216,1.32063,1.32209,3572.0
19740401,1.32208,1.32235,1.3212,1.32123,1412.0
19740402,1.32109,1.32163,1.32046,1.32131,416.0
19740403,1.32129,1.32235,1.3212,1.32187,1670.0
19740404,1.32188,1.32213,1.32148,1.32175,994.0
19740405,1.32173,1.32342,1.32173,1.32303,2720.0
19740406,1.32302,1.32323,1.32201,1.32271,2995.0
19740407,1.32271,1.32307,1.32233,1.32297,1957.0
19740408,1.32297,1.32345,1.32297,1.32312,1401.0
19740409,1.32312,1.32413,1.32298,1.32406,1550.0
19740410,1.32406,1.32504,1.32391,1.32417,2961.0
19740411,1.32412,1.32542,1.32337,1.32396,3854.0
19740412,1.32395,1.32444,1.32158,1.32266,6430.0
19740413,1.32267,1.32273,1.3187,1.31987,5889.0
19740414,1.31987,1.32016,1.31546,1.31674,4662.0
19740415,1.31674,1.31704,1.31253,1.31548,4914.0
19740416,1.31544,1.31544,1.31049,1.31081,4454.0
19740417,1.31076,1.31148,1.30972,1.31074,4537.0
19740418,1.31069,1.31096,1.30682,1.30936,5610.0
19740419,1.30938,1.31051,1.30644,1.30726,5416.0
19740420,1.30721,1.31002,1.30579,1.30973,4201.0
19740421,1.30973,1.30976,1.30702,1.30771,2805.0
19740422,1.30771,1.30829,1.30715,1.30816,1951.0
19740423,1.30818,1.30927,1.30799,1.30925,1256.0
19740424,1.30924,1.30962,1.30864,1.30868,1565.0
19740425,1.30866,1.30959,1.30858,1.30869,918.0
19740426,1.30812,1.30925,1.30811,1.30883,128.0
19740427,1.30881,1.30982,1.30873,1.30972,966.0
19740428,1.30973,1.31003,1.309,1.30916,834.0
19740429,1.30917,1.30953,1.30854,1.30864,1765.0
19740430,1.30864,1.30967,1.30816,1.30935,2180.0
19740501,1.30935,1.3097,1.30834,1.30857,1344.0
19740502,1.30855,1.30912,1.30832,1.30836,901.0
19740503,1.30837,1.30917,1.30828,1.30872,1317.0
19740504,1.3087,1.31032,1.3085,1.31022,1777.0
19740505,1.31021,1.31106,1.30933,1.31064,2404.0
19740506,1.31063,1.31153,1.30846,1.31022,3899.0
19740507,1.31023,1.31108,1.30765,1.31023,3675.0
19740508,1.31024,1.31302,1.30921,1.3124,3635.0
19740509,1.3124,1.31302,1.31118,1.31158,2959.0
19740510,1.31155,1.31379,1.31069,1.31377,2966.0
19740511,1.31378,1.31483,1.31082,1.31199,3109.0
19740512,1.31199,1.31233,1.30836,1.30849,4004.0
19740513,1.30852,1.30881,1.30644,1.307,4905.0
19740514,1.30696,1.30833,1.30592,1.30775,3571.0
19740515,1.30774,1.30774,1.30615,1.30683,2729.0
19740516,1.30683,1.30731,1.30541,1.3061,2341.0
19740517,1.3061,1.30661,1.30562,1.30572,1765.0
19740518,1.30572,1.30679,1.30528,1.30679,1779.0
19740519,1.30678,1.30678,1.30587,1.30617,877.0
19740520,1.30623,1.3068,1.3054,1.30609,930.0
19740521,1.30613,1.30688,1.30613,1.30683,675.0
19740522,1.30682,1.30715,1.30662,1.30695,551.0
19740523,1.30696,1.30786,1.30578,1.30777,2495.0
19740524,1.30778,1.30986,1.30748,1.30972,2369.0
19740525,1.30971,1.3108,1.30947,1.31006,2072.0
19740526,1.31006,1.31063,1.30963,1.31035,1431.0
19740527,1.3104,1.31145,1.3103,1.31031,1594.0
19740528,1.31029,1.31045,1.30921,1.30973,1510.0
19740529,1.30975,1.31046,1.30763,1.30859,2651.0
19740530,1.30861,1.31097,1.30786,1.31013,3665.0
19740531,1.31012,1.31066,1.30803,1.31066,3913.0
19740601,1.31069,1.31141,1.3101,1.31116,3694.0
19740602,1.31116,1.31377,1.31111,1.31245,3779.0
19740603,1.31246,1.31411,1.31246,1.3133,2988.0
19740604,1.31336,1.31433,1.31141,1.31336,3310.0
19740605,1.31335,1.31697,1.31272,1.31346,5511.0
19740606,1.31342,1.31419,1.31132,1.31169,5480.0
19740607,1.3117,1.3136,1.31143,1.31351,3922.0
19740608,1.31349,1.31402,1.31205,1.31217,2320.0
19740609,1.31214,1.31335,1.31203,1.3131,1530.0
19740610,1.31313,1.31488,1.31307,1.31465,1927.0
19740611,1.31465,1.31487,1.31418,1.31431,1264.0
19740612,1.3143,1.31499,1.31428,1.31495,907.0
19740613,1.31456,1.31476,1.31421,1.31442,991.0
19740614,1.31442,1.31507,1.31442,1.31461,422.0
19740615,1.31461,1.3157,1.31449,1.3149,729.0
19740616,1.31489,1.31522,1.31383,1.31429,1807.0
19740617,1.31428,1.31487,1.3139,1.31447,1651.0
19740618,1.31446,1.31453,1.31327,1.31354,1486.0
19740619,1.31354,1.31385,1.31315,1.31332,1436.0
19740620,1.31333,1.31386,1.31325,1.3136,1030.0
19740621,1.3136,1.31389,1.31248,1.31303,1307.0
19740622,1.31296,1.3152,1.31274,1.31426,2171.0
19740623,1.31424,1.31636,1.31334,1.31449,3766.0
19740624,1.31451,1.31644,1.31422,1.3156,3458.0
19740625,1.3156,1.31606,1.31392,1.31454,2915.0
19740626,1.31454,1.31622,1.3144,1.31522,2607.0
19740627,1.31524,1.31587,1.31418,1.31429,2878.0
19740628,1.31431,1.31491,1.31163,1.31323,3492.0
19740629,1.31323,1.31878,1.31289,1.31864,4710.0
19740630,1.31863,1.32129,1.31774,1.31919,4897.0
19740701,1.31917,1.3197,1.31799,1.31844,3116.0
19740702,1.31842,1.32177,1.31833,1.3213,2533.0
19740703,1.32131,1.3218,1.31961,1.31965,1942.0
19740704,1.31965,1.32063,1.31904,1.3191,1561.0
19740705,1.3191,1.32103,1.31892,1.32093,1912.0
19740706,1.32092,1.32136,1.32039,1.32098,795.0
19740707,1.32029,1.32067,1.31999,1.32047,340.0
19740708,1.32048,1.32189,1.32048,1.32175,385.0
19740709,1.32173,1.32183,1.3212,1.32181,627.0
19740710,1.32182,1.32225,1.321,1.3213,1322.0
19740711,1.32131,1.32213,1.32037,1.32044,2310.0
19740712,1.32046,1.32087,1.31931,1.31956,1867.0
19740713,1.31956,1.32117,1.31944,1.32084,1262.0
19740714,1.32083,1.32117,1.32059,1.32096,1022.0
19740715,1.32095,1.32107,1.32011,1.3206,1318.0
19740716,1.32054,1.32123,1.31975,1.32075,1902.0
19740717,1.32075,1.32287,1.32018,1.32179,3355.0
19740718,1.32179,1.32282,1.32059,1.32124,3062.0
19740719,1.32125,1.32175,1.31999,1.32068,2568.0
19740720,1.32067,1.32076,1.3182,1.31823,2243.0
19740721,1.31823,1.32077,1.31632,1.31982,3083.0
19740722,1.31982,1.32239,1.31833,1.32152,4047.0
19740723,1.32156,1.32836,1.31815,1.32021,11319.0
19740724,1.32021,1.32021,1.31602,1.31881,9394.0
19740725,1.31881,1.32325,1.31785,1.32277,5783.0
19740726,1.32283,1.32285,1.31819,1.31824,5507.0
19740727,1.31824,1.32076,1.31806,1.3207,4071.0
19740728,1.32068,1.32197,1.32027,1.32027,3562.0
19740729,1.32026,1.32088,1.31956,1.31958,3024.0
19740730,1.31955,1.3205,1.31949,1.31977,908.0
19740731,1.31979,1.32027,1.31915,1.31997,1366.0
19740801,1.32001,1.32054,1.31954,1.31961,447.0
19740802,1.31963,1.32022,1.31923,1.31991,791.0
19740803,1.3199,1.31994,1.31852,1.31973,1857.0
19740804,1.31974,1.32153,1.31914,1.32146,1910.0
19740805,1.32146,1.3231,1.32133,1.3231,2223.0
19740806,1.32311,1.32472,1.32304,1.3247,2369.0
19740807,1.3247,1.32565,1.32376,1.32559,1754.0
19740808,1.3256,1.32721,1.32533,1.32613,4379.0
19740809,1.32612,1.32678,1.32535,1.32586,3768.0
19740810,1.32584,1.32893,1.32566,1.32684,5231.0
19740811,1.32685,1.32883,1.32552,1.32802,5159.0
19740812,1.32805,1.32957,1.32677,1.32716,3735.0
19740813,1.32718,1.33039,1.32697,1.33028,3417.0
19740814,1.3303,1.33162,1.32979,1.33103,3740.0
19740815,1.33103,1.33198,1.32699,1.32708,4451.0
19740816,1.32704,1.33001,1.32612,1.3288,5577.0
19740817,1.32879,1.33405,1.32744,1.33282,6639.0
19740818,1.33284,1.33557,1.33271,1.33396,4358.0
19740819,1.33396,1.33505,1.33265,1.33265,2224.0
19740820,1.33266,1.33359,1.33215,1.33276,1859.0
19740821,1.33277,1.33423,1.33263,1.33423,1395.0
19740822,1.33423,1.33497,1.33324,1.33487,1862.0
19740823,1.33493,1.33529,1.33459,1.33485,804.0
19740824,1.33436,1.33496,1.33344,1.33458,315.0
19740825,1.33457,1.33556,1.33379,1.3344,1502.0
19740826,1.33442,1.33572,1.33434,1.33542,1447.0
19740827,1.33542,1.33685,1.33433,1.33446,3208.0
19740828,1.33446,1.33469,1.33317,1.33462,2536.0
19740829,1.33462,1.33526,1.33401,1.33524,1639.0
19740830,1.33524,1.33571,1.33478,1.33556,1590.0
19740831,1.33557,1.33558,1.33354,1.33368,1389.0
19740901,1.33368,1.33463,1.33346,1.33422,1402.0
19740902,1.33415,1.33473,1.33216,1.33346,2201.0
19740903,1.33348,1.33394,1.3308,1.33123,3204.0
19740904,1.33123,1.33166,1.33002,1.33132,3235.0
19740905,1.33133,1.33212,1.33034,1.33124,2798.0
19740906,1.33123,1.33242,1.33086,1.33139,2494.0
19740907,1.33138,1.33372,1.33135,1.33309,2765.0
19740908,1.3331,1.33319,1.33075,1.33217,2611.0
19740909,1.3322,1.33416,1.33106,1.33173,4039.0
19740910,1.33173,1.3395,1.33169,1.33886,5678.0
19740911,1.33882,1.33924,1.33581,1.33744,4707.0
19740912,1.33743,1.33798,1.33674,1.33765,2716.0
19740913,1.33766,1.33835,1.33699,1.33746,1765.0
19740914,1.33746,1.33822,1.33665,1.33757,1723.0
19740915,1.33757,1.33757,1.33593,1.33633,2385.0
19740916,1.33631,1.33704,1.33624,1.33643,1484.0
19740917,1.33675,1.33696,1.33622,1.33647,549.0
19740918,1.33648,1.33684,1.33634,1.33638,885.0
19740919,1.3364,1.33655,1.33602,1.33624,589.0
19740920,1.33624,1.33722,1.33555,1.33585,2047.0
19740921,1.33586,1.33959,1.33586,1.33956,3014.0
19740922,1.33961,1.34127,1.33883,1.34095,3869.0
19740923,1.34095,1.34119,1.34029,1.34074,2490.0
19740924,1.34073,1.34137,1.34036,1.34042,1832.0
19740925,1.34042,1.34178,1.3404,1.34174,2420.0
19740926,1.34174,1.34177,1.3398,1.34035,3296.0
19740927,1.34034,1.34416,1.33934,1.34328,4586.0
19740928,1.34328,1.3436,1.34083,1.342,4457.0
19740929,1.34199,1.34473,1.3416,1.34465,3767.0
19740930,1.34466,1.34653,1.34386,1.34608,3275.0
19741001,1.34608,1.34816,1.34608,1.34696,3668.0
19741002,1.34694,1.34766,1.34516,1.34676,3413.0
19741003,1.34677,1.3472,1.34234,1.34371,5955.0
19741004,1.34359,1.34503,1.34077,1.34456,7189.0
19741005,1.34461,1.34558,1.34106,1.34136,4368.0
19741006,1.34136,1.34161,1.33857,1.33913,3488.0
19741007,1.33914,1.33957,1.33681,1.33839,3578.0
19741008,1.3384,1.33916,1.3374,1.33829,2657.0
19741009,1.33829,1.33829,1.33709,1.33817,2300.0
19741010,1.33817,1.33872,1.3377,1.33823,709.0
19741011,1.33764,1.33929,1.3373,1.33772,2723.0
19741012,1.33772,1.33929,1.33772,1.33914,393.0
19741013,1.33913,1.34018,1.33895,1.3399,781.0
19741014,1.3399,1.33998,1.33811,1.33811,1571.0
19741015,1.33811,1.33834,1.33648,1.33773,2700.0
19741016,1.33772,1.3381,1.3373,1.338,1183.0
19741017,1.338,1.3381,1.33656,1.33775,921.0
19741018,1.33775,1.33817,1.33733,1.33782,1056.0
19741019,1.33782,1.33828,1.3374,1.33792,1445.0
19741020,1.33785,1.3383,1.33571,1.33696,2690.0
19741021,1.33691,1.33723,1.33246,1.33354,4445.0
19741022,1.33354,1.33543,1.33337,1.33407,3585.0
19741023,1.33407,1.33641,1.33376,1.33634,3528.0
19741024,1.33632,1.33689,1.33517,1.33633,2900.0
19741025,1.33633,1.33663,1.33285,1.33406,4009.0
19741026,1.33406,1.33632,1.33343,1.33529,4776.0
19741027,1.33531,1.33551,1.32986,1.33127,5413.0
19741028,1.33121,1.33195,1.32875,1.33015,5813.0
19741029,1.33016,1.33153,1.32824,1.33152,4518.0
19741030,1.33155,1.33282,1.3304,1.3327,3390.0
19741031,1.3327,1.33282,1.33168,1.33229,2914.0
19741101,1.33228,1.33289,1.33121,1.33208,2923.0
19741102,1.33211,1.33472,1.33185,1.33463,2414.0
19741103,1.33463,1.33531,1.33431,1.33497,1087.0
19741104,1.33435,1.33585,1.33435,1.33495,320.0
19741105,1.33495,1.33534,1.33484,1.33529,395.0
19741106,1.33528,1.33575,1.33468,1.33469,585.0
19741107,1.33468,1.3347,1.33265,1.33269,1936.0
19741108,1.3327,1.33336,1.33211,1.33326,2329.0
19741109,1.33327,1.33384,1.33251,1.33297,1864.0
19741110,1.33299,1.33299,1.33212,1.33249,1423.0
19741111,1.3325,1.3331,1.33113,1.33139,2265.0
19741112,1.33138,1.33155,1.32907,1.32942,2380.0
19741113,1.32942,1.3303,1.32757,1.32848,3412.0
19741114,1.32836,1.33059,1.32759,1.33,4862.0
19741115,1.32999,1.3318,1.32866,1.33161,4022.0
19741116,1.33161,1.33161,1.32715,1.32754,4079.0
19741117,1.32756,1.32863,1.32493,1.32507,4388.0
19741118,1.32507,1.32612,1.32431,1.3256,3323.0
19741119,1.3256,1.32846,1.32453,1.3268,5065.0
19741120,1.32679,1.32962,1.32623,1.32908,4552.0
19741121,1.32907,1.32945,1.32516,1.32734,7918.0
19741122,1.32731,1.32762,1.32414,1.32595,7149.0
19741123,1.32594,1.3277,1.32534,1.32613,4696.0
19741124,1.32615,1.32745,1.3253,1.32741,3929.0
19741125,1.32741,1.32845,1.32662,1.32704,3565.0
19741126,1.32704,1.32844,1.32703,1.32774,3082.0
19741127,1.32774,1.32808,1.32754,1.32791,1119.0
19741128,1.32715,1.32767,1.32657,1.32739,201.0
19741129,1.32747,1.32771,1.32699,1.32709,888.0
19741130,1.32711,1.32757,1.326,1.32626,1165.0
19741201,1.32627,1.3281,1.32626,1.32773,1931.0
19741202,1.32774,1.32905,1.32771,1.32889,2292.0
19741203,1.32891,1.32952,1.32744,1.3275,1480.0
19741204,1.32749,1.32843,1.3274,1.32789,1150.0
19741205,1.3279,1.32842,1.32741,1.32795,1025.0
19741206,1.32796,1.32811,1.32678,1.32753,1377.0
19741207,1.32743,1.3277,1.32582,1.32608,3306.0
19741208,1.32606,1.3297,1.32546,1.32919,5077.0
19741209,1.32919,1.33142,1.32881,1.33094,3978.0
19741210,1.33097,1.33182,1.32877,1.32967,3511.0
19741211,1.32967,1.33027,1.3274,1.32807,3608.0
19741212,1.32806,1.32846,1.32532,1.32607,3909.0
19741213,1.32606,1.32758,1.32183,1.32213,7081.0
19741214,1.32211,1.32225,1.3193,1.31995,7135.0
19741215,1.31995,1.32135,1.31749,1.32053,8561.0
19741216,1.32048,1.32332,1.31909,1.32295,6901.0
19741217,1.32296,1.32479,1.32237,1.32444,4921.0
19741218,1.32445,1.32673,1.32398,1.32646,2785.0
19741219,1.32645,1.32924,1.3259,1.3289,3114.0
19741220,1.32892,1.32897,1.32766,1.32797,3113.0
19741221,1.32791,1.32827,1.32728,1.32791,1215.0
19741222,1.32584,1.32648,1.32465,1.32512,267.0
19741223,1.3251,1.32579,1.3238,1.32503,1530.0
19741224,1.32504,1.32558,1.32414,1.32456,1361.0
19741225,1.32455,1.32565,1.32449,1.32528,2138.0
19741226,1.32526,1.32565,1.32474,1.32499,1863.0
19741227,1.32503,1.32509,1.32367,1.324,1766.0
19741228,1.324,1.32446,1.32368,1.32428,1002.0
19741229,1.32428,1.32428,1.32279,1.32288,1426.0
19741230,1.32288,1.32315,1.32051,1.32149,1754.0
19741231,1.32151,1.32202,1.31969,1.31996,3357.0
19750101,1.31993,1.32297,1.31988,1.32282,4471.0
19750102,1.32284,1.32375,1.31861,1.31905,4243.0
19750103,1.31906,1.3202,1.31739,1.31912,3908.0
19750104,1.3191,1.31918,1.31432,1.3149,4012.0
19750105,1.3149,1.3169,1.31465,1.31631,3238.0
19750106,1.31631,1.31676,1.31472,1.31574,3129.0
19750107,1.31574,1.31634,1.31391,1.31569,3234.0
19750108,1.31569,1.31835,1.31532,1.31762,3601.0
19750109,1.31762,1.31807,1.31559,1.31614,1901.0
19750110,1.31614,1.31733,1.31588,1.31732,2020.0
19750111,1.31732,1.31736,1.31633,1.31653,1927.0
19750112,1.31652,1.31686,1.31628,1.31668,1118.0
19750113,1.31669,1.31693,1.31638,1.31652,952.0
19750114,1.31653,1.31688,1.31613,1.31614,680.0
19750115,1.31634,1.31717,1.31552,1.31584,3167.0
19750116,1.31584,1.31673,1.31577,1.31657,818.0
19750117,1.31657,1.31665,1.31593,1.31598,819.0
19750118,1.31598,1.31648,1.31464,1.31511,1792.0
19750119,1.31512,1.31555,1.31374,1.31397,2281.0
19750120,1.31397,1.31512,1.31387,1.31463,1496.0
19750121,1.31462,1.31498,1.31431,1.3146,1122.0
19750122,1.3146,1.31487,1.31321,1.31364,1161.0
19750123,1.31364,1.31448,1.31264,1.31442,1388.0
19750124,1.31446,1.31584,1.31323,1.31446,4275.0
19750125,1.31445,1.3149,1.31238,1.31403,4631.0
19750126,1.31401,1.31423,1.31016,1.31036,4941.0
19750127,1.31037,1.31082,1.30604,1.30658,5224.0
19750128,1.30657,1.30658,1.30205,1.30575,6520.0
19750129,1.30572,1.30666,1.30323,1.30357,5611.0
19750130,1.30359,1.30485,1.30193,1.30373,6400.0
19750131,1.30372,1.30449,1.30069,1.30288,7696.0
19750201,1.30287,1.30563,1.30229,1.30237,8353.0
19750202,1.30237,1.3041,1.30196,1.30353,6088.0
19750203,1.30356,1.30528,1.30352,1.30444,4295.0
19750204,1.30444,1.30475,1.30085,1.30142,3456.0
19750205,1.30142,1.30149,1.29852,1.29893,3082.0
19750206,1.29892,1.29947,1.29842,1.29864,3594.0
19750207,1.29865,1.29955,1.2979,1.29799,1404.0
19750208,1.29796,1.29873,1.29729,1.29741,904.0
19750209,1.29741,1.29747,1.29491,1.29628,1555.0
19750210,1.29625,1.29679,1.29548,1.29638,1640.0
19750211,1.29638,1.29728,1.29562,1.2966,2725.0
19750212,1.29661,1.29689,1.2951,1.29615,2925.0
19750213,1.29615,1.2963,1.29516,1.29544,1941.0
19750214,1.29544,1.29659,1.29544,1.29622,1648.0
19750215,1.29622,1.29691,1.29583,1.29658,1320.0
19750216,1.29659,1.2972,1.29611,1.29623,1549.0
19750217,1.29628,1.29682,1.29182,1.29302,4341.0
19750218,1.29302,1.29538,1.29215,1.29522,5693.0
19750219,1.29523,1.29635,1.29376,1.2938,4940.0
19750220,1.2938,1.29493,1.29314,1.29463,3956.0
19750221,1.29462,1.29475,1.29221,1.29273,3383.0
19750222,1.29274,1.29481,1.28838,1.28933,4539.0
19750223,1.28935,1.29841,1.28862,1.29433,6659.0
19750224,1.29426,1.30145,1.29316,1.30012,8274.0
19750225,1.30012,1.30141,1.29745,1.29928,7937.0
19750226,1.29946,1.30174,1.29944,1.30104,5335.0
19750227,1.30104,1.30155,1.30005,1.30123,3844.0
19750228,1.30123,1.30224,1.29863,1.29911,4015.0
19750301,1.29912,1.29946,1.29849,1.29892,3181.0
19750302,1.29892,1.30103,1.29879,1.29996,2985.0
19750303,1.29996,1.30043,1.29967,1.29981,1222.0
19750304,1.29882,1.29955,1.29879,1.29927,222.0
19750305,1.29933,1.30069,1.2993,1.30066,1040.0
19750306,1.30066,1.30078,1.29963,1.29973,1152.0
19750307,1.29973,1.30042,1.29884,1.29926,2186.0
19750308,1.29929,1.29949,1.29757,1.29908,2604.0
19750309,1.29907,1.29953,1.29781,1.29932,2098.0
19750310,1.29933,1.29978,1.29909,1.29927,1330.0
19750311,1.29928,1.29957,1.29877,1.29902,1190.0
19750312,1.29901,1.30138,1.29888,1.30089,1802.0
19750313,1.30089,1.30342,1.30028,1.30108,4171.0
19750314,1.30107,1.30175,1.29928,1.29964,6093.0
19750315,1.29963,1.30225,1.29911,1.30152,4384.0
19750316,1.30152,1.30314,1.30126,1.30225,4216.0
19750317,1.30225,1.30324,1.30162,1.30212,3866.0
19750318,1.30212,1.30233,1.29496,1.29633,5665.0
19750319,1.29641,1.29936,1.29216,1.29685,9324.0
19750320,1.29684,1.29829,1.29314,1.29427,8752.0
19750321,1.29426,1.29454,1.28601,1.2866,7885.0
19750322,1.28661,1.28898,1.28402,1.28447,7016.0
19750323,1.28447,1.28474,1.27804,1.28293,6224.0
19750324,1.28286,1.28535,1.28177,1.28237,5514.0
19750325,1.28237,1.28286,1.27893,1.27995,5612.0
19750326,1.27995,1.28026,1.27718,1.27891,6002.0
19750327,1.2789,1.2816,1.27876,1.28043,1738.0
