Datetime,Open,High,Low,Close,Vol,spread,real_volume,Ask,Bid,Current_Spread,EMA_50,EMA_200,RSI,MACD,MACD_Signal,ATR,Candle_Body,Upper_Shadow,Lower_Shadow,Tenkan_Sen,Kijun_Sen,Senkou_Span_A,Senkou_Span_B,Chikou_Span_Rel
2025-12-19 05:15:00,1.33793,1.33818,1.3378700000000001,1.33808,353,9,0,1.36814,1.36805,8.999999999992347e-05,1.338141654458653,1.3384410426289952,27.884615384626684,-6.470573098282806e-05,-4.801561067327689e-05,0.0002257142857142894,0.00014999999999987246,9.999999999998899e-05,5.999999999994898e-05,1.33797,1.338195,1.3381525,1.33812,-0.000140000000000029
2025-12-19 05:20:00,1.33807,1.33818,1.33728,1.33779,578,9,0,1.36814,1.36805,8.999999999992347e-05,1.3381278640877257,1.338434564592886,23.577235772371807,-7.875013579972112e-05,-5.416251569856574e-05,0.0002778571428571551,0.000280000000000058,0.00010999999999983245,0.0005100000000000104,1.33773,1.3379699999999999,1.3381525,1.33812,-0.0006699999999999484
2025-12-19 05:25:00,1.3378,1.33782,1.33764,1.3377,330,9,0,1.36814,1.36805,8.999999999992347e-05,1.3381110851038933,1.3384272554924592,25.217391304358742,-9.603563660154357e-05,-6.25371398791613e-05,0.0002707142857142987,0.00010000000000021103,1.999999999990898e-05,5.999999999994898e-05,1.33773,1.33793,1.338215,1.3381349999999999,-0.0008400000000001739
2025-12-19 05:30:00,1.3377,1.33776,1.33748,1.3375,253,9,0,1.36814,1.36805,8.999999999992347e-05,1.338087120982172,1.3384180290696488,23.015873015887564,-0.00012443840063025569,-7.491739202938018e-05,0.0002778571428571551,0.00019999999999997797,6.000000000017103e-05,1.999999999990898e-05,1.33773,1.33793,1.338215,1.3381349999999999,-0.0008200000000000429
2025-12-19 05:35:00,1.33749,1.3376000000000001,1.33745,1.33758,162,9,0,1.36814,1.36805,8.999999999992347e-05,1.338067233884832,1.338409690471941,24.80620155039935,-0.00013889141061707022,-8.771219574691819e-05,0.0002742857142857348,8.999999999992347e-05,2.0000000000131024e-05,4.0000000000040004e-05,1.33773,1.33793,1.3382425,1.3381349999999999,-0.0005399999999999849
2025-12-19 05:40:00,1.33758,1.33771,1.33751,1.33762,165,9,0,1.36814,1.36805,8.999999999992347e-05,1.3380496953011132,1.338401832855305,27.692307692319517,-0.00014544130265137234,-9.925801712780902e-05,0.00027642857142859016,4.0000000000040004e-05,8.999999999992347e-05,7.00000000000145e-05,1.33773,1.33793,1.3382325,1.3381349999999999,-0.00025999999999992696
2025-12-19 05:45:00,1.33762,1.33774,1.3375,1.3376299999999999,174,9,0,1.36814,1.36805,8.999999999992347e-05,1.338033236661854,1.3383941529263965,33.63636363636546,-0.00014811781290413606,-0.00010902997628307445,0.00027000000000000835,9.999999999843467e-06,0.0001100000000000545,0.00012000000000012001,1.33773,1.33793,1.3382325,1.3381349999999999,-0.00045000000000006146
2025-12-19 05:50:00,1.33762,1.33792,1.33759,1.3378700000000001,242,9,0,1.36814,1.36805,8.999999999992347e-05,1.3380268352241342,1.3383889374743925,45.522388059707914,-0.00012938154244235278,-0.00011310028951493012,0.0002735714285714286,0.0002500000000000835,4.999999999988347e-05,2.999999999997449e-05,1.33773,1.33793,1.3382325,1.3381349999999999,-0.00012999999999996348
2025-12-19 05:55:00,1.33788,1.33788,1.33762,1.33772,221,9,0,1.36814,1.36805,8.999999999992347e-05,1.3380148024702465,1.33838228138012,43.262411347524655,-0.00012519350669637497,-0.0001155189329512191,0.00027285714285713817,0.00015999999999993797,0.0,9.999999999998899e-05,1.33773,1.33793,1.3382325,1.3381349999999999,-0.00039999999999995595
2025-12-19 06:00:00,1.33773,1.33799,1.33772,1.33782,257,9,0,1.36814,1.36805,8.999999999992347e-05,1.338007163157688,1.338376686540517,45.94594594594351,-0.00011250836750309468,-0.00011491681986159423,0.0002814285714285595,8.999999999992347e-05,0.00017000000000000348,1.0000000000065512e-05,1.33773,1.33793,1.3382325,1.3381349999999999,-0.00042999999999993044
